key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_KINGKW203_05456_SEQ_00","Lydirceil would see your phantom weapon further enhanced.<hex:02100103>※Changing classes or jobs will prevent progress during this quest."
1,"TEXT_KINGKW203_05456_SEQ_01","With Gerolt's hammer reborn, the time has come to utilize its void-given properties. Lydirceil informs you that waning arcanite will be necessary to facilitate the enhancement, and directs you to Ermina, the House of Splendors representative, who can provide the requisite ore for the right price. The ever-diligent Dodokkuli waits by the smithy, ready to undertake the preliminary processing once the arcanite has been procured.<hex:02100103><hex:02100103>※You may not proceed with a class or job that is different from when you accepted this quest.<hex:02100103><hex:02100103>※Chunks of waning arcanite can be obtained from Ermina in the phantom village."
2,"TEXT_KINGKW203_05456_SEQ_02","Having delivered three chunks of waning arcanite to Dodokkuli, the metallurgist handily prepares the ore before entrusting the remaining work to Gerolt. Hammer in hand, the wayward weaponsmith channels its otherworldly energies into your phantom weapon, elevating it to formerly unimaginable heights of power."
3,"TEXT_KINGKW203_05456_SEQ_03",""
4,"TEXT_KINGKW203_05456_SEQ_04",""
5,"TEXT_KINGKW203_05456_SEQ_05",""
6,"TEXT_KINGKW203_05456_SEQ_06",""
7,"TEXT_KINGKW203_05456_SEQ_07",""
8,"TEXT_KINGKW203_05456_SEQ_08",""
9,"TEXT_KINGKW203_05456_SEQ_09",""
10,"TEXT_KINGKW203_05456_SEQ_10",""
11,"TEXT_KINGKW203_05456_SEQ_11",""
12,"TEXT_KINGKW203_05456_SEQ_12",""
13,"TEXT_KINGKW203_05456_SEQ_13",""
14,"TEXT_KINGKW203_05456_SEQ_14",""
15,"TEXT_KINGKW203_05456_SEQ_15",""
16,"TEXT_KINGKW203_05456_SEQ_16",""
17,"TEXT_KINGKW203_05456_SEQ_17",""
18,"TEXT_KINGKW203_05456_SEQ_18",""
19,"TEXT_KINGKW203_05456_SEQ_19",""
20,"TEXT_KINGKW203_05456_SEQ_20",""
21,"TEXT_KINGKW203_05456_SEQ_21",""
22,"TEXT_KINGKW203_05456_SEQ_22",""
23,"TEXT_KINGKW203_05456_SEQ_23",""
24,"TEXT_KINGKW203_05456_TODO_00","<hex:0208F2031EE3E802E803FF21>Obtain chunks of waning arcanite<hex:FFF202F3>With <hex:0208F20291E4E80514FF2A><hex:02310DFF05>Item<hex:03F2B79E020203> and <hex:02100103><hex:02310DFF05>Item<hex:03F2B7B3020203><hex:FFF2025E><hex:0208F20258E4E80515FF11><hex:02310DFF05>Item<hex:03F2B79F020203><hex:FFF2023E><hex:0208F20238E4E80516FF11><hex:02310DFF05>Item<hex:03F2B7A0020203><hex:FFF2021E><hex:0208F20218E4E80517FF11><hex:02310DFF05>Item<hex:03F2B7A1020203><hex:FFF201FE><hex:0208F201F8E4E80518FF11><hex:02310DFF05>Item<hex:03F2B7A2020203><hex:FFF201DE><hex:0208F201D8E4E80519FF11><hex:02310DFF05>Item<hex:03F2B7A3020203><hex:FFF201BE><hex:0208F201B8E4E8051AFF11><hex:02310DFF05>Item<hex:03F2B7A4020203><hex:FFF2019E><hex:0208F20198E4E8051CFF11><hex:02310DFF05>Item<hex:03F2B7A5020203><hex:FFF2017E><hex:0208F20178E4E8051DFF11><hex:02310DFF05>Item<hex:03F2B7A6020203><hex:FFF2015E><hex:0208F20158E4E8051FFF11><hex:02310DFF05>Item<hex:03F2B7A7020203><hex:FFF2013E><hex:0208F20138E4E80520FF11><hex:02310DFF05>Item<hex:03F2B7A9020203><hex:FFF2011E><hex:0208F20118E4E80521FF11><hex:02310DFF05>Item<hex:03F2B7A8020203><hex:FFF0FF><hex:0208F0FAE4E80522FF11><hex:02310DFF05>Item<hex:03F2B7AA020203><hex:FFF0E1><hex:0208F0DCE4E80523FF11><hex:02310DFF05>Item<hex:03F2B7AB020203><hex:FFC5><hex:0208C1E4E80524FF11><hex:02310DFF05>Item<hex:03F2B7AC020203><hex:FFA9><hex:0208A5E4E80526FF11><hex:02310DFF05>Item<hex:03F2B7AD020203><hex:FF8D><hex:020889E4E80527FF11><hex:02310DFF05>Item<hex:03F2B7AE020203><hex:FF71><hex:02086DE4E80528FF11><hex:02310DFF05>Item<hex:03F2B7AF020203><hex:FF55><hex:020851E4E80529FF11><hex:02310DFF05>Item<hex:03F2B7B0020203><hex:FF39><hex:020835E4E8052AFF11><hex:02310DFF05>Item<hex:03F2B7B1020203><hex:FF1D><hex:020819E4E8052BFF11><hex:02310DFF05>Item<hex:03F2B7B2020203><hex:FF01><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03><hex:03> in your inventory or Armoury Chest, deliver the chunks of waning arcanite to Dodokkuli<hex:03>."
25,"TEXT_KINGKW203_05456_TODO_01",""
26,"TEXT_KINGKW203_05456_TODO_02",""
27,"TEXT_KINGKW203_05456_TODO_03",""
28,"TEXT_KINGKW203_05456_TODO_04",""
29,"TEXT_KINGKW203_05456_TODO_05",""
30,"TEXT_KINGKW203_05456_TODO_06",""
31,"TEXT_KINGKW203_05456_TODO_07",""
32,"TEXT_KINGKW203_05456_TODO_08",""
33,"TEXT_KINGKW203_05456_TODO_09",""
34,"TEXT_KINGKW203_05456_TODO_10",""
35,"TEXT_KINGKW203_05456_TODO_11",""
36,"TEXT_KINGKW203_05456_TODO_12",""
37,"TEXT_KINGKW203_05456_TODO_13",""
38,"TEXT_KINGKW203_05456_TODO_14",""
39,"TEXT_KINGKW203_05456_TODO_15",""
40,"TEXT_KINGKW203_05456_TODO_16",""
41,"TEXT_KINGKW203_05456_TODO_17",""
42,"TEXT_KINGKW203_05456_TODO_18",""
43,"TEXT_KINGKW203_05456_TODO_19",""
44,"TEXT_KINGKW203_05456_TODO_20",""
45,"TEXT_KINGKW203_05456_TODO_21",""
46,"TEXT_KINGKW203_05456_TODO_22",""
47,"TEXT_KINGKW203_05456_TODO_23",""
48,"TEXT_KINGKW203_05456_GEROLT_000_001","Every time I look at Brigid, Rowena's face flits across me mind like some bleedin' specter. The fact that I owe some o' this success to that harpy's only rubbin' salt in the wound..."
49,"TEXT_KINGKW203_05456_BRIGID_000_005","Although I have met my contractual obligations, permit me to linger a while longer. I wish to see what form your weapon takes."
50,"TEXT_KINGKW203_05456_SYSTEM_000_010","In order to accept the quest “A Phantom Reborn,” please ensure that <hex:02310CFF05>Item<hex:03E802020203> and <hex:02310CFF05>Item<hex:03E803020203> are either equipped, in your Armoury Chest, or in your inventory."
51,"TEXT_KINGKW203_05456_SYSTEM_000_011","In order to accept the quest “A Phantom Reborn,” please ensure that <hex:02310CFF05>Item<hex:03E802020203> is either equipped, in your Armoury Chest, or in your inventory."
52,"TEXT_KINGKW203_05456_LYDIRCEIL_000_012","Thanks to yer gallant efforts, this aetheric conversion business was an 'uge success. Now it's time for our weaponsmith to play 'is part an' get 'ammerin'."
